Number,kural,explanation,adikaram_name,iyal_name,paul_name,paul_translation,mk,mv,sp
812,உறின்நட்டு அறின்ஙருஉம் ஒப்பிலார் கேண்மை பெறினும் இழப்பினும் என்?,Of what avail is it to get or lose the friendship of those who love when there is gain and leave when there is none ?,தீ நட்பு,நட்பியல்,பொருட்பால்,Wealth,"தமக்குப் பயன்கிடைக்கும்போது நண்பராக இருந்துவிட்டு பயனில்லாதபோது பிரிந்து விடுகின்றவர்களின் நட்பு, இருந்தால் என்ன? இழந்தால்தான் என்ன?","தமக்கு பயன் உள்ள போது நட்பு செய்து பயன் இல்லாத போது நீங்கிவிடும் தகுதியில்லாதவரின் நட்பைப் பெற்றாலும் என்ன பயன், இழந்தாலும் என்ன பயன்.","தமக்குப் பயனிருந்தால் நட்புக் கொண்டும், பயன் இல்லை என்றால் நட்பை விலக்கியும் வாழ்வதில் தமக்கு இணை இல்லாதவராய் இருப்பாரின் நட்பைப் பெற்றென்ன இழந்தென்ன?"
1057,இகழ்ந்தெள்ளாது ஈவாரைக் காணின் மகிழ்ந்துள்ளம் உள்ளுள் உவப்பது உடைத்து.,Beggars rejoice exceedingly when they behold those who bestow (their alms) with kindness and courtesy,இரவு,குடியியல்,பொருட்பால்,Wealth,"இழித்துப் பேசாமலும், ஏளனம் புரியாமலும் வழங்கிடும் வள்ளல் தன்மை உடையவர்களைக் காணும்போது, இரப்போர் உள்ளம் மகிழ்ச்சியால் இன்பமுறும்","இகழ்ந்து எள்ளாமல் பொருள் கொடுப்பவரைக் கண்டால், இரப்பவரின் உள்ளம் மகிழ்ந்து உள்ளுக்குள்ளே உவகை அடையும் தன்மையுடையதாகும்.","அவமதிக்காமல், இழிவாகப் பேசாமல் எடுத்துக் கொடுப்பவரைக் கண்டால், பிச்சை கேட்பவரின் மனம் மகிழ்ந்து உள்ளுக்குள்ளே உவகை கொள்ளும்."
1278,நெருநற்றுச் சென்றார்எம் காதலர் யாமும் எழுநாளேம் மேனி பசந்து.,It was but yesterday my lover departed (from me); and it is seven days since my complexion turned sallow,குறிப்பறிவுறுத்தல்,கற்பியல்,காமத்துப்பால்,Love,"நேற்றுத்தான் எம் காதலர் பிரிந்து சென்றார்; எனினும், பல நாட்கள் கழிந்தன என்பது போல் பசலை நிறம் எம்மைப் பற்றிக் கொண்டதே",எம்முடைய காதலர் நேற்றுதான் பிரிந்து சென்றார்; யாமும் மேனி பசலை நிறம் அடைந்து ஏழு நாட்கள் ஆய்விட்ட நிலையில் இருக்கின்றோம்.,என் காதலர் நேற்றுத்தான் என்னைப் பிரிந்து போனார்; அப்பிரிவிற்கு வாடி என் மேனியின் நிறம் வேறுபட்டு ஏழு நாள்களாகிவிட்டன.
514,எனைவகையான் தேறியக் கண்ணும் வினைவகையான் வேறாகும் மாந்தர் பலர்.,"Even when (a king) has tried them in every possible way, there are many men who change, from the nature of the works (in which they may be employed)",தெரிந்து வினையாடல்,அரசியல்,பொருட்பால்,Wealth,எவ்வளவுதான் வழிமுறைகளை ஆராய்ந்து தெளிந்து தேர்ந்தெடுத்தாலும் செயல்படும் பொழுது வேறுபடுகிறவர்கள் பலர் இருப்பர்,எவ்வகையால் ஆராய்ந்து தெளிந்த பிறகும்(செயலை மேற்க்கொண்டு செய்யும் போது) அச் செயல்வகையால் வேறுபடும் மக்கள் உலகத்தில் பலர் உண்டு.,"எல்லா வகையிலும் ஆராய்ந்து உரிய பதவி வழங்கிய பின்னும், செயல் திறத்தால், எதிர்பார்த்த அளவு இல்லாத மாந்தர் பலராவர்."
521,பற்றற்ற கண்ணும் பழைமைபா ராட்டுதல் சுற்றத்தார் கண்ணே உள.,"Even when (a man's) property is all gone, relatives will act towards him with their accustomed (kindness)",சுற்றந் தழால்,அரசியல்,பொருட்பால்,Wealth,ஒருவருக்கு வறுமை வந்த நேரத்திலும் அவரிடம் பழைய உறவைப் பாராட்டும் பண்பு உடையவர்களே சுற்றத்தார் ஆவார்கள்,ஒருவன் வறியவனான காலத்திலும் அவனுக்கும் தமக்கும் இருந்த உறவைப் பாராட்டிப் பேசும் பண்புகள் சுற்றத்தாரிடம் உண்டு.,"ஒருவன் பிடிமானம் ஏதும் இல்லாமல் எல்லாம் இழந்த நிலையில் இருந்தபோதும், அவனுடன் தங்களுக்கு உள்ள பழந்தொடர்பைக் கூறுவது சுற்றத்தாரிடம் மட்டுமே உண்டு."
853,இகலென்னும் எவ்வநோய் நீக்கின் தவலில்லாத் தாவில் விளக்கம் தரும்.,To rid one-self of the distressing dtsease of hatred will bestow (on one) a never-decreasing imperishable fame,இகல்,நட்பியல்,பொருட்பால்,Wealth,மனமாறுபாடு என்றும் நோயை யார் தங்கள் மனத்தை விட்டு அகற்றிவிடுகிறார்களோ அவர்களுக்கு மாசற்ற நீடித்த புகழ் உண்டாகும்,ஒருவன் இகல் என்று சொல்லப்படும் துன்ப நோயை நீக்கி விட்டால் அஃது அவனுக்கு அழிவில்லாத நிலையான புகழைக் கொடுக்கும்.,"மனவேறுபாடு என்னும் துன்பம் தரும் நோயை மனத்திலிருந்து நீக்கினால், அது ஒருவனுக்குக் கெடாத, அழியாத புகழைக் கொடுக்கும்."
499,சிறைநலனும் சீரும் இலரெனினும் மாந்தர் உறைநிலத்தோடு ஒட்டல் அரிது.,"It is a hazardous thing to attack men in their own country, although they may neither have power nor a good fortress",இடனறிதல்,அரசியல்,பொருட்பால்,Wealth,"பாதுகாப்புக்கான கோட்டையும், மற்றும் பல படைச் சிறப்புகளும் இல்லாதிருப்பினும், அப்பகைவர் வாழும் நிலையான இடத்திற்குப் படையெடுத்துச் சென்று தாக்குவது எளிதான செயல் அல்ல",அரணாகிய நன்மையும் மற்றச் சிறப்பும் இல்லாதவராயினும் பகைவர் வாழ்கின்ற இடத்திற்குச் சென்று அவரைத் தாக்குதல் அரிது.,"மனிதர்கள் வலிமையான கோட்டையும், மிகுந்த பலமும் இல்லாதவர்தாம் என்றாலும் அவர்கள் இருக்கும் இடத்திற்கே சென்று தாக்குவது கடினம்."
17,நெடுங்கடலும் தன்நீர்மை குன்றும் தடிந்தெழிலி தான்நல்கா தாகி விடின்.,"Even the wealth of the wide sea will be diminished, if the cloud that has drawn (its waters) up gives them not back again (in rain)",வான்சிறப்பு,பாயிரவியல்,அறத்துப்பால்,Virtue,ஆவியான கடல்நீர் மேகமாகி அந்தக் கடலில் மழையாகப் பெய்தால்தான் கடல்கூட வற்றாமல் இருக்கும் மனித சமுதாயத்திலிருந்து புகழுடன் உயர்ந்தவர்களும் அந்தச் சமுதாயத்திற்கே பயன்பட்டால்தான் அந்தச் சமுதாயம் வாழும்,"மேகம் கடலிலிருந்து நீரைக் கொண்டு அதனிடத்திலேயே பெய்யாமல் விடுமானால், பெரிய கடலும் தன் வளம் குன்றிப் போகும்","பெய்யும் இயல்பிலிருந்து மாறி மேகம் பெய்யாது போனால், நீண்ட கடல் கூட வற்றிப் போகும்"
494,எண்ணியார் எண்ணம் இழப்பர் இடனறிந்து துன்னியார் துன்னிச் செயின்.,"If they who draw near (to fight) choose a suitable place to approach (their enemy), the latter, will have to relinquish the thought which they once entertained, of conquering them",இடனறிதல்,அரசியல்,பொருட்பால்,Wealth,"ஏற்ற இடமறிந்து தொடர்ந்து தாக்கினால் பகைவர்கள், வெற்றி என்பதை நினைத்துக்கூடப் பார்க்க மாட்டார்கள்","தக்க இடத்தை அறிந்து பொருந்தியவராய்ச் செயலைச் செய்வாராயின், அவரை வெல்ல எண்ணியிருந்த பகைவர் தம் எண்ணத்தை இழந்துவிடுவார்.","ஏற்ற இடத்தை அறிந்து அதைச் சூழ்ந்து செயல் செய்வார் என்றால், அவரை வெல்ல எண்ணிய பகைவர். அவ் எண்ணத்தில் தோல்வி அடைவர்."
197,நயனில சொல்லினுஞ் சொல்லுக சான்றோர் பயனில சொல்லாமை நன்று.,"Let the wise if they will, speak things without excellence; it will be well for them not to speak useless things",பயனில சொல்லாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,"பண்பாளர்கள், இனிமையல்லாத சொற்களைக்கூடச் சொல்லி விடலாம்; ஆனால் பயனில்லாத சொற்களைச் சொல்லாமல் இருப்பதே நல்லது","அறம் இல்லாதவற்றைச் சொன்னாலும் சொல்லலாம், சான்றோர் பயன் இல்லாத சொற்களைச் சொல்லாமல் இருத்தல் நன்மையாகும்.",நீதியற்ற சொற்களைச் சொன்னாலும் பயனற்ற சொற்களைச் சொல்லாமல் இருப்பது சான்றோர்க்கு நல்லது.
669,துன்பம் உறவரினும் செய்க துணிவாற்றி இன்பம் பயக்கும் வினை.,"Though it should cause increasing sorrow (at the outset), do with firmness the act that yield bliss (in the end)",வினைத்திட்பம்,அமைச்சியல்,பொருட்பால்,Wealth,"இன்பம் தரக்கூடிய செயல் என்பது, துன்பம் வந்தாலும் அதனைப் பொருட்படுத்தாமல் துணிவுடன் நிறைவேற்றி முடிக்கக் கூடியதேயாகும்",(முடிவில்) இன்பம் கொடுக்கும் தொழிலைச் செய்யும் போது துன்பம் மிக வந்த போதிலும் துணிவு மேற்கொண்டு செய்து முடிக்க வேண்டும்.,ஒரு செயலைச் செய்யும்போது துன்பம் அதிகமாக வந்தாலும் முடிவில் இன்பம் தரும் அச்செயலை மனம் தளராமல் செய்க.
526,பெருங்கொடையான் பேணான் வெகுளி அவனின் மருங்குடையார் மாநிலத்து இல்.,"No one, in all the world, will have so many relatives (about him), as he who makes large gift, and does not give way to anger",சுற்றந் தழால்,அரசியல்,பொருட்பால்,Wealth,"பெரிய கொடையுள்ளம் கொண்டவனாகவும், வெகுண்டு எழும் சீற்றத்தை விலக்கியவனாகவும் ஒருவன் இருந்தால் அவனைப் போல் சுற்றம் சூழ இருப்போர் உலகில் யாரும் இல்லை எனலாம்",பெரிய கொடையாளியாகவும் சினமற்றவனாகவும் ஒருவன் இருந்தால் அவனைப் போல் சுற்றத்தாரை உடையவர் உலகத்தில் யாரும் இல்லை.,"ஒருவன் பெருங்கொடையை உடையவனாய், சினத்தை விரும்பாதவனாய் இருப்பான் என்றால் அவனைப் போலச் சுற்றம் உடையவர் உலகில் இல்லை."
177,வேண்டற்க வெஃகியாம் ஆக்கம் விளைவயின் மாண்டற் கரிதாம் பயன்.,Desire not the gain of covetousness In the enjoyment of its fruits there is no glory,வெஃகாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,"பிறர் பொருளைக் கவர்ந்து ஒருவன் வளம்பெற விரும்பினால் அந்த வளத்தின் பயன், நலம் தருவதாக இருக்காது",பிறர் பொருளைக் கவர விரும்புவதால் ஆகும் ஆக்கத்தை விரும்பாதிருக்க வேண்டும்; அது பயன் விளைவிக்கும்போது அப்பயன் நன்மையாவது அரிதாகும்.,"பிறர் பொருளை அவர் விரும்பாதிருக்க, நாம் விரும்பிப் பெற்று அனுபவிக்கும்போது அதன் பயன் நல்லதாக இல்லை என்று அறிவதால், பிறர் பொருளைக் கவர்வதற்கு விரும்ப வேண்டா."
282,உள்ளத்தால் உள்ளலும் தீதே பிறன்பொருளைக் கள்ளத்தால் கள்வேம் எனல்.,Even the thought (of sin) is sin; think not then of crafiily stealing the property of another,கள்ளாமை,துறவறவியல்,அறத்துப்பால்,Virtue,பிறருக்குரிய பொருளைச் சூழ்ச்சியினால் கவர்ந்து கொள்ளலாமா என்று ஒருவன் நினைப்பதேகூடக் குற்றமாகும்,"குற்றமானதை உள்ளத்தால் எண்ணுவதும் குற்றமே, அதானால் பிறன் பொருளை அவன் அறியாதப் வகையால் வஞ்சித்துக்கொள்வோம் என்று எண்ணாதிருக்க வேண்டும்.",அடுத்தவர் பொருளை அவருக்குத் தெரியாமல் திருடுவோம் என்று மனத்தால் நினைப்பதும் தீமையானது.
1073,தேவர் அனையர் கயவர் அவருந்தாம் மேவன செய்தொழுக லான்.,The base resemble the Gods; for the base act as they like,கயமை,குடியியல்,பொருட்பால்,Wealth,"புராணங்களில் வரும் தேவர்களைப் போல் மனம் விரும்பியதையெல்லாம் செய்யக்கூடியவர்கள் கயவர்கள் என்பதால், இருவரையும் சமமாகக் கருதலாம்","கயவரும் தேவரைப் போல் தான் விரும்புகின்றவைகளைச் செய்து மனம் போன போக்கில் நடத்தலால், கயவர் தேவரைப் போன்றவர்.","தம்மைக் கட்டுப்படுத்துவார் இல்லாமல் தாம் விரும்பியபடி எல்லாம் செய்து வாழ்வதால், கயவர் தேவரைப் போன்றவராவர்."
1294,இனிஅன்ன நின்னொடு சூழ்வார்யார் நெஞ்சே துனிசெய்து துவ்வாய்காண் மற்று.,O my soul! you would not first seem sulky and then enjoy (him); who then would in future consult you about such things?,நெஞ்சொடு புலத்தல்,கற்பியல்,காமத்துப்பால்,Love,நெஞ்சே! முதலில் ஊடல் செய்து பிறகு அதன் பயனைக் கூடலில் நுகர்வோம் என நினைக்க மாட்டாய்; எனவே அதைப்பற்றி உன்னிடம் யார் பேசப் போகிறார்கள்? நான் பேசுவதாக இல்லை,நெஞ்‌சே! நீ ஊடலைச் செய்து அதன் பயனை நுகர மாட்டாய்; இனிமேல் அத்தகையவற்றைப் பற்றி உன்னோடு கலந்து எண்ணப் போகின்றவர் யார்?,"நெஞ்சே! நீ அவரைப் பார்க்கும்போது இன்பம் நுகர எண்ணுகிறாயே தவிர, அவர் தவறுகளை எண்ணி ஊடி, பிறகு உறவு கொள்ள எண்ணமாட்டாய். ஆதலால் இனி இது போன்றவற்றை உன்னோடு யார் ஆலோசனை செய்வார்? நான் செய்யமாட்டேன்."
231,ஈதல் இசைபட வாழ்தல் அதுவல்லது ஊதியம் இல்லை உயிர்க்கு.,Give to the poor and live with praise There is no greater profit to man than that,புகழ்,இல்லறவியல்,அறத்துப்பால்,Virtue,"கொடைத் தன்மையும், குன்றாத புகழும்தவிர வாழ்க்கைக்கு ஆக்கம் தரக் கூடியது வேறெதுவும் இல்லை","வறியவர்க்கு ஈதல் வேண்டும் அதனால் புகழ் உண்டாக வாழ வேண்டும், அப் புகழ் அல்லாமல் உயிர்க்கு ஊதியமானது வேறொன்றும் இல்லை.",ஏழைகளுக்குக் கொடுப்பது; அதனால் புகழ் பெருக வாழ்வது; இப்புகழ் அன்றி மனிதர்க்குப் பயன் வேறு ஒன்றும் இல்லை.
528,பொதுநோக்கான் வேந்தன் வரிசையா நோக்கின் அதுநோக்கி வாழ்வார் பலர்.,"Many relatives will live near a king, when they observe that he does not look on all alike, but that he looks on each man according to his merit",சுற்றந் தழால்,அரசியல்,பொருட்பால்,Wealth,"அனைத்து மக்களும் சமம் எனினும், அவரவர்க்குரிய ஆற்றலுக்கேற்ப அவர்களைப் பயன்படுத்திக் கொண்டால், அந்த அரசை அனைவரும் அரணாகச் சூழ்ந்து நிற்பர்","அரசன் எல்லாரையும் பொதுவகையாக நோக்காமல், அவரவர் சிறப்புக்கு ஏற்றவாறு நோக்கினால், அதை விரும்பி சுற்றமாக வாழ்கின்றவர் பலர் ஆவர்.","சுற்றத்தார் எல்லாரையும் ஒன்று போலவே எண்ணாமல், அவரவர் தகுதிக்கு ஏற்ப ஆட்சியாளன் உபசரிப்பான் என்றால், அச்சிறப்பை எண்ணி அவனை விடாமல் வாழும் சுற்றத்தார் பலராவர்."
183,புறங்கூறிப் பொய்த்துயிர் வாழ்தலின் சாதல் அறங்கூற்றும் ஆக்கத் தரும்.,Death rather than life will confer upon the deceitful backbiter the profit which (the treatises on) virtue point out,புறங்கூறாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,"கண்ட இடத்தில் ஒன்றும், காணாத இடத்தில் வேறொன்றுமாகப் புறங்கூறிப் பொய்மையாக நடந்து உயிர் வாழ்வதைவிடச் சாவது நன்று","புறங்கூறிப் பொய்யாக நடந்து உயிர் வாழ்தலை விட, அவ்வாறு செய்யாமல் வறுமையுற்று இறந்து விடுதல், அறநூல்கள் சொல்லும் ஆக்கத்தைத் தரும்‌‌.","காணாதபோது ஒருவனைப் பற்றிப் புறம்பேசிக், காணும்போது பொய்யாக அவனுடன் பேசி வாழ்வதைக் காட்டிலும் இறந்து போவது அற நூல்கள் கூறும் உயர்வைத் தரும்."
684,அறிவுரு வாராய்ந்த கல்விஇம் மூன்றன் செறிவுடையான் செல்க வினைக்கு.,"He may go on a mission (to foreign rulers) who has combined in him all these three viz, (natural) sense, an attractive bearing and well-tried learning",தூது,அமைச்சியல்,பொருட்பால்,Wealth,"தூது உரைக்கும் செயலை மேற்கொள்பவர் அறிவு, தோற்றப் பொலிவு, ஆய்ந்து தெளிந்த கல்வி ஆகிய மூன்றும் நிறைந்தவராக இருத்தல் வேண்டும்","இயற்கை அறிவு, விரும்பத்தக்கத் தோற்றம், ஆராய்ச்சி உடையக் கல்வி ஆகிய இம் மூன்றின் பொருத்தம் உடையவன் தூது உரைக்கும் தொழிலுக்குச் செல்லலாம்.","இயல்பான நல்லறிவு, காண்பவர் விரும்பும் தோற்றம், பலரோடும் பலகாலமும் ஆராய்ந்த கல்வி இம்மூன்றையும் நிறையப் பெற்றுச் சொல்ல வேண்டியதைத் தானே எண்ணிச் சொல்லும் திறம் படைத்தவன் தூதர் பணிக்குச் செல்க."
836,பொய்படும் ஒன்றோ புனைபூணும் கையறியாப் பேதை வினைமேற் கொளின்.,"If the fool, who knows not how to act undertakes a work, he will (certainly) fail (But) is it all ? He will even adorn himself with fetters",பேதைமை,நட்பியல்,பொருட்பால்,Wealth,"நேர்மை வழி அறியாத மூடர், மேற்கொண்ட செயலைத் தொடர முடியாமல், அதனால் அச்செயலும் கெட்டுத் தம்மையும் தண்டித்துக் கொள்வர்","ஒழுக்க நெறி அறியத பேதை ஒருச் செயலை மேற்கொண்டால் (அந்த செயல் முடிவுபெறாமல்) பொய்படும், அன்றியும் அவன் குற்றவாளியாகித் தளை பூணுவான்.","செய்யும் வழி தெரியாத அறிவற்றவன் ஒரு செயலைச் செய்யத் தொடங்கினால் செயலும் கெட்டு, அவனும் கெட்டுப் போவான்."
604,குடிமடிந்து குற்றம் பெருகும் மடிமடிந்து மாண்ட உஞற்றி லவர்க்கு.,"Family (greatness) will be destroyed, and faults will increase, in those men who give way to laziness, and put forth no dignified exertions",மடி இன்மை,அரசியல்,பொருட்பால்,Wealth,சோம்பேறித்தனமானவர்களின் வாழ்க்கையில் குற்றங்களும் பெருகிவிடும்; குடும்பப் பெருமையும் சீரழிந்து போய்விடும்,சோம்பலில் அகப்பட்டு சிறந்த முயற்சி இல்லாதவராய் வாழ்கின்றவர்க்கு குடியின் பெருமை அழிந்து குற்றம் பெருகும்.,சோம்பலில் வீழ்வதால் சிறந்தவற்றையேச் செய்யும் முயற்சியே இல்லாதவரின் குடும்பமும் அழியும் குற்றமும் பெருகும்.
288,அளவற஧ந்தார் நெஞ்சத் தறம்போல நிற்கும் களவறிந்தார் நெஞ்சில் கரவு.,"Deceit dwells in the mind of those who are conversant with fraud, even as virtue in the minds of those who are conversant with rectitude",கள்ளாமை,துறவறவியல்,அறத்துப்பால்,Virtue,நேர்மையுள்ளவர் நெஞ்சம் அறவழியில் செல்லும்; கொள்ளையடிப்போர் நெஞ்சமோ குறுக்குவழியான வஞ்சக வழியில் செல்லும்,அளவறிந்து வாழ்கின்றவரின் நெஞ்சில் நிற்கும் அறம் போல் களவு செய்து பழகி அறிந்தவரின் நெஞ்சில் வஞ்சம் நிற்கும்.,"உயிர்களை நேசிக்கும் உள்ளத்துள் அறம் நிலைத்து இருப்பது போல, அடுத்தவர் பொருளைத் திருட எண்ணுபவன் உள்ளத்துள் வஞ்சகம் இருக்கும்."
816,பேதை பெருங்கெழீஇ நட்பின் அறிவுடையார் ஏதின்மை கோடி உறும்.,The hatred of the wise is ten-million times more profitable than the excessive intimacy of the fool,தீ நட்பு,நட்பியல்,பொருட்பால்,Wealth,"அறிவில்லாதவனிடம் நெருங்கிய நட்புக் கொண்டிருப்பதை விட, அறிவுடைய ஒருவரிடம் பகை கொண்டிருப்பது கோடி மடங்கு மேலானதாகும்",அறிவில்லாதவனுடைய மிகப் பொருந்திய நட்பை விட அறிவுடையவரின் நட்பில்லாத தன்மை கோடி மடங்கு நன்மை தருவதாகும்.,"அறிவற்றவனின் மிக நெருக்கமான நட்பைக் காட்டிலும் அறிவுடையார்களின் பகை, கோடி நன்மையாம்."
196,பயனில் சொல் பராட்டு வானை மகன்எனல் மக்கட் பதடி யெனல்.,Call not him a man who parades forth his empty words Call him the chaff of men,பயனில சொல்லாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,"பயனற்றவைகளைச் சொல்லிப் பயன்பெற நினைப்பவனை, மனிதன் என்பதைவிட அவன் ஒரு பதர் என்பதே பொருத்தமானதாகும்","பயனில்லாத சொற்களைப் பலமுறையும் சொல்லுகின்ற ஒருவனை மனிதன் என்று சொல்லக்கூடாது, மக்களுள் பதர் என்று சொல்லவேண்டும்.",பயனற்ற சொற்களையே பலகாலமும் சொல்பவனை மனிதன் என வேண்டா; மனிதருள் பதர் என்றே சொல்லுங்கள்.
1055,கரப்பிலார் வையகத்து உண்மையால் கண்ணின்று இரப்பவர் மேற்கொள் வது.,"As there are in the world those that give without refusing, there are (also) those that prefer to beg by simply standing before them",இரவு,குடியியல்,பொருட்பால்,Wealth,"உள்ளதை இல்லையென்று மறைக்காமல் வழங்கிடும் பண்புடையோர் உலகில் இருப்பதால்தான் இல்லாதவர்கள், அவர்களிடம் சென்று இரத்தலை மேற்கொண்டுள்ளனர்","ஒருவர் முன் நின்று இரப்பவர் அந்த இரத்தலை மேற்கொள்வது, உள்ளதை இல்லை என்று ஒளித்துக்கூறாத நன்மைகள் உலகத்தில் இருப்பதால் தான்.","கண் எதிரே நின்று, வறுமைப்பட்டவர் வாயால் கேட்காமல் கண்ணால் கேட்கத் தொடங்குவது, ஒளிவுமறைவு இல்லாமல் அவருக்குக் கொடுப்பவர் இவ்வுலகத்தில் இருப்பதால்தான்."
486,ஊக்க முடையான் ஒடுக்கம் பொருதகர் தாக்கற்குப் பேருந் தகைத்து.,"The self-restraint of the energetic (while waiting for a suitable opportunity), is like the drawing back of a fighting-ram in order to butt",காலமறிதல்,அரசியல்,பொருட்பால்,Wealth,கொடுமைகளைக் கண்டும்கூட உறுதி படைத்தவர்கள் அமைதியாக இருப்பது அச்சத்தினால் அல்ல; அது ஆட்டுக்கடா ஒன்று தனது பகையைத் தாக்குவதற்குத் தன் கால்களைப் பின்னுக்கு வாங்குவதைப் போன்றதாகும்,ஊக்கம் மிகுந்தவன் (காலத்தை எதிர்பார்த்து) அடங்கியிருத்தல் போர் செய்யும் ஆட்டுக்கடா தன் பகையைத் தாக்குவதற்க்காகப் பின்னே கால் வாங்குதலைப் போன்றது.,"ஏற்ற காலம் பார்த்து ஆற்றல் மிக்கவன் காத்திருப்பது சண்டையிடும் ஆட்டுக்கடா, தன் பகைமீது பாய்வதற்காகப் பின்வாங்குவது போன்றதாகும்."
1002,பொருளானாம் எல்லாமென்று ஈயாது இவறும் மருளானாம் மாணாப் பிறப்பு,He who knows that wealth yields every pleasure and yet is so blind as to lead miserly life will be born a demon,நன்றியில் செல்வம்,குடியியல்,பொருட்பால்,Wealth,"யாருக்கும் எதுவும் கொடுக்காமல், தன்னிடமுள்ள பொருளால் எல்லாம் ஆகுமென்று, அதனைவிடாமல் பற்றிக் கொண்டிருப்பவன் எந்தச் சிறப்புமில்லாத இழி பிறவியாவான்",பொருளால் எல்லாம் ஆகும் என்று பிறர்க்கு ஒன்றும் கொடுக்காமல் இறுகப்பற்றிய மயக்கத்தால் சிறப்பில்லாத பிறவி உண்டாம்.,"பொருளால் எல்லாவற்றையும் சாதிக்கலாம் என்று எண்ணி அதைத் தேடிய பின் தானும் அனுபவிக்காமல், பிறர் தேவைக்கும் அதைத் தராமல் கஞ்சனாக வாழ்பவனின் மயக்கத்தால் அவனுக்கு முழுமையற்ற பேய்ப்பிறப்பு உண்டாகும்."
271,வஞ்ச மனத்தான் படிற்றொழுக்கம் பூதங்கள் ஐந்தும் அகத்தே நகும்.,The five elements (of his body) will laugh within him at the feigned conduct of the deceitful minded man,கூடா ஒழுக்கம்,துறவறவியல்,அறத்துப்பால்,Virtue,"ஒழுக்க சீலரைப் போல உலகத்தை ஏமாற்றும் வஞ்சகரைப் பார்த்து அவரது உடலில் கலந்துள்ள நிலம், நீர், தீ, காற்று, வெளி எனப்படும் பஞ்சபூதங்களும் தமக்குள் சிரித்துக் கொள்ளும்",வஞ்சமனம் உடையவனது பொய்யொழுக்கத்தை அவனுடைய உடம்பில் கலந்து நிற்க்கும் ஐந்து பூதங்களும் கண்டு தம்முள் சிரிக்கும்.,"வஞ்ச மனத்தவனின் திருட்டு நடத்தையைக் கண்டு அவன் உடம்போடு கலந்து இருக்கும் நிலம், நீர், தீ, காற்று, ஆகாயம் என்னும் ஐந்து பூதங்களும் தமக்குள் சிரிக்கும்."
1149,அலர்நாண ஒல்வதோ அஞ்சலோம்பு என்றார் பலர்நாண நீத்தக் கடை.,"When the departure of him who said ""fear not"" has put me to shame before others, why need I be ashamed of scandal",அலர் அறிவுறுத்தல்,களவியல்,காமத்துப்பால்,Love,உன்னை விட்டுப் பிரியேன் அஞ்ச வேண்டாம் என்று உறுதியளித்தவர் பலரும் நாணும்படியாக என்னை விட்டுப் பிரிந்து சென்றிருக்கும் போது நான் மட்டும் ஊரார் தூற்றும் அலருக்காக நாண முடியுமா?,"அஞ்ச வேண்டா என்று அன்று உறுதிகூறியவர், இன்று பலரும் நாணும்படியாக நம்மை விட்டுப் பிரிந்தால் அதனால் அலருக்கு நாணியிருக்க முடியுமோ.","அலர் பேசிய பலரும் வெட்கப்படும்படி இன்று அவர் என்னை விட்டுப் போகும்போது, பயப்படாதே, உன்னைப் பிரியேன் என்று சொல்லிவிட்டார். இனிப் பலரும் பேசும் பேச்சுக்கு நான் வெட்கப்படலாமா?"
430,அறிவுடையார் எல்லா முடையார் அறிவிலார் என்னுடைய ரேனும் இலர்.,"Those who possess wisdom, possess every thing; those who have not wisdom, whatever they may possess, have nothing",அறிவுடைமை,அரசியல்,பொருட்பால்,Wealth,அறிவு இல்லாதவர்களுக்கு வேறு எது இருந்தாலும் பெருமையில்லை; அறிவு உள்ளவர்களுக்கு வேறு எது இல்லாவிட்டாலும் சிறுமை இல்லை,"அறிவுடையவர் (வேறொன்றும் இல்லாதிருப்பினும்) எல்லாம் உடையவரே ஆவர், அறிவில்லாதவர் வேறு என்ன உடையவராக இருப்பினும் ஒன்றும் இல்லாதவரே ஆவர்.","ஏதும் இல்லாதவரானாலும் அறிவுடையார் எல்லாவற்றையும் உடையவரே; எதைப் பெற்றவராய் இருந்தாலும், அறிவு இல்லாதவர் ஏதும் இல்லாதவரே."
828,தொழுதகை யுள்ளும் படையொடுங்கும் ஒன்னார் அழுதகண் ணீரும் அனைத்து.,A weapon may be hid in the very hands with which (one's) foes adore (him) (and) the tears they shed are of the same nature,கூடா நட்பு,நட்பியல்,பொருட்பால்,Wealth,"பகைவர்கள் வணங்குகின்ற போதுகூட அவர்களின் கைக்குள்ளே கொலைக்கருவி மறைந்திருப்பது போலவே, அவர்கள், கண்ணீர் கொட்டி அழுதிடும் போதும் சதிச்செயலே அவர்களின் நெஞ்சில் நிறைந்திருக்கும்","பகைவர் வணங்கித் தொழுத கையினுள்ளும் கொலைக்கருவி மறைந்திருக்கும், பகைவர் அழுதுசொரிந்த கண்ணீரும் அத்தன்மையானதே.",பகைவர் தொழும் கைக்குள்ளும் ஆயுதம் மறைந்திருக்கும்; அவர் அழுது சிந்தும் கண்ணீரும் அப்படிப்பட்டதே.
